,SpatialDim,ParentLocationCode,TimeDim,Dim2,AirPollDALYs,Low,High
20165,HUN,EUR,2012,GHECAUSE_GHE000680,115.526,62.325,188.352
20168,LTU,EUR,2010,GHECAUSE_GHE000680,40.932,21.023,68.274
20175,CMR,AFR,2018,GHECAUSE_GHE001180,460.32,303.834,648.24
20177,GMB,AFR,2016,GHECAUSE_GHE001130,1611.771,1297.323,1893.579
20178,MYS,WPR,2016,GHECAUSE_GHE001130,722.619,459.166,1058.854
20183,KWT,EMR,2018,GHECAUSE_GHE001140,176.481,97.493,277.184
20184,DOM,AMR,2017,GHECAUSE_GHE000390,161.139,80.262,256.867
20185,PRT,EUR,2017,GHECAUSE_GHE001130,122.059,68.046,167.328
20196,ITA,EUR,2018,GHECAUSE_GHE000000,291.206,217.313,368.687
20197,SLB,WPR,2015,GHECAUSE_GHE001180,699.872,413.96,1082.338
20198,GIN,AFR,2012,GHECAUSE_GHE000680,46.063,38.627,52.708
20208,TTO,AMR,2019,GHECAUSE_GHE000680,13.328,5.792,24.887
20212,KEN,AFR,2018,GHECAUSE_GHE000000,3566.884,3024.452,4064.555
20215,NPL,SEAR,2019,GHECAUSE_GHE001180,1553.124,948.52,2285.491
20216,TUR,EUR,2012,GHECAUSE_GHE000000,1027.481,769.112,1317.101
20220,EUR,,2019,GHECAUSE_GHE000680,60.198,25.557,109.644
20221,CYP,EUR,2013,GHECAUSE_GHE001140,53.569,25.182,86.386
20223,DOM,AMR,2016,GHECAUSE_GHE001130,671.692,361.982,959.399
20225,BFA,AFR,2015,GHECAUSE_GHE001140,1097.488,720.907,1556.691
20230,VCT,AMR,2019,GHECAUSE_GHE001180,57.314,13.03,138.494
20231,AUS,WPR,2018,GHECAUSE_GHE000000,153.388,97.743,216.668
20232,EMR,,2013,GHECAUSE_GHE000000,4086.16,3320.907,4898.022
20233,UZB,EUR,2012,GHECAUSE_GHE000680,67.547,37.217,104.453
20234,GUY,AMR,2012,GHECAUSE_GHE001140,740.45,393.192,1145.524
20240,BFA,AFR,2017,GHECAUSE_GHE000000,6183.481,5370.214,7018.964
20241,VEN,AMR,2018,GHECAUSE_GHE001140,131.021,63.517,222.227
20244,ARE,EMR,2013,GHECAUSE_GHE001130,861.638,589.067,1088.286
20246,MEX,AMR,2012,GHECAUSE_GHE001180,117.666,49.106,221.214
20249,BIH,EUR,2014,GHECAUSE_GHE000000,2452.051,1785.885,3149.856
20250,GNQ,AFR,2017,GHECAUSE_GHE001130,969.98,678.832,1216.199
20251,BDI,AFR,2016,GHECAUSE_GHE000680,30.024,25.007,34.626
20255,BRB,AMR,2016,GHECAUSE_GHE000390,57.758,15.792,113.116
20256,ALB,EUR,2019,GHECAUSE_GHE001140,421.873,206.476,667.181
20260,IRN,EMR,2010,GHECAUSE_GHE001130,768.17,503.171,1014.216
20261,TON,WPR,2010,GHECAUSE_GHE000000,2024.42,1349.916,2697.785
20263,GIN,AFR,2016,GHECAUSE_GHE000680,47.031,39.61,53.71
20269,CHE,EUR,2015,GHECAUSE_GHE000000,230.775,161.085,305.658
20270,ISR,EUR,2010,GHECAUSE_GHE001180,49.384,16.552,98.004
20272,DJI,EMR,2015,GHECAUSE_GHE001180,320.587,202.193,461.384
20273,KWT,EMR,2013,GHECAUSE_GHE001130,583.749,419.027,731.839
20274,CHL,AMR,2011,GHECAUSE_GHE000000,458.238,350.116,570.446
20275,LKA,SEAR,2010,GHECAUSE_GHE000000,2760.395,2316.238,3199.734
20279,BRA,AMR,2012,GHECAUSE_GHE000680,36.567,16.945,64.794
20285,FJI,WPR,2011,GHECAUSE_GHE001180,208.537,111.602,343.046
20286,BIH,EUR,2010,GHECAUSE_GHE001130,1085.091,757.38,1398.405
20287,KOR,WPR,2010,GHECAUSE_GHE001140,175.274,91.097,263.195
20290,BRN,WPR,2013,GHECAUSE_GHE000000,499.492,321.358,702.059
20293,JOR,EMR,2015,GHECAUSE_GHE001130,410.656,267.746,530.138
20294,ITA,EUR,2013,GHECAUSE_GHE000390,13.992,7.14,21.198
20298,BLZ,AMR,2017,GHECAUSE_GHE001130,363.659,184.6,519.53
20300,KWT,EMR,2019,GHECAUSE_GHE001180,49.1,22.316,84.124
20302,GHA,AFR,2018,GHECAUSE_GHE001140,1221.341,788.332,1741.499
20303,DZA,AFR,2010,GHECAUSE_GHE000680,33.648,15.455,59.669
20307,PRY,AMR,2011,GHECAUSE_GHE001180,112.87,55.14,190.857
20308,ISR,EUR,2019,GHECAUSE_GHE001180,41.957,12.948,87.279
20309,BOL,AMR,2015,GHECAUSE_GHE000680,42.552,27.129,60.698
20310,MNG,WPR,2016,GHECAUSE_GHE000390,454.53,360.67,543.995
20314,KWT,EMR,2016,GHECAUSE_GHE001180,48.356,22.021,82.768
20315,NIC,AMR,2013,GHECAUSE_GHE001140,337.951,192.632,492.841
20316,SSD,AFR,2017,GHECAUSE_GHE001130,658.553,526.676,768.76
20321,UKR,EUR,2014,GHECAUSE_GHE001130,1403.574,869.852,1932.702
20322,GEO,EUR,2019,GHECAUSE_GHE001140,571.423,284.022,890.602
20327,DZA,AFR,2019,GHECAUSE_GHE000390,134.553,66.204,210.724
20329,VEN,AMR,2014,GHECAUSE_GHE001140,150.033,69.68,248.492
20330,NOR,EUR,2013,GHECAUSE_GHE001130,123.72,64.009,177.041
20333,EUR,,2013,GHECAUSE_GHE000390,100.682,55.498,157.34
20338,TON,WPR,2017,GHECAUSE_GHE001130,629.481,324.021,939.487
20343,IDN,SEAR,2014,GHECAUSE_GHE001130,999.591,689.445,1283.958
20351,STP,AFR,2010,GHECAUSE_GHE000000,5963.945,5258.669,6676.253
20358,LAO,WPR,2017,GHECAUSE_GHE000680,265.366,209.596,322.281
20360,MKD,EUR,2014,GHECAUSE_GHE000680,253.1,117.495,421.345
20363,KHM,WPR,2016,GHECAUSE_GHE001130,1043.455,791.368,1261.9
20370,PRY,AMR,2012,GHECAUSE_GHE000680,91.993,63.903,121.355
20372,LAO,WPR,2010,GHECAUSE_GHE001130,1488.449,1150.771,1772.988
20374,FSM,WPR,2017,GHECAUSE_GHE001140,1573.726,917.748,2315.342
20376,HUN,EUR,2019,GHECAUSE_GHE001130,522.581,315.194,696.82
20377,GRD,AMR,2019,GHECAUSE_GHE001130,576.889,307.578,901.226
20378,SGP,WPR,2011,GHECAUSE_GHE000680,39.562,19.395,65.593
20400,NAM,AFR,2018,GHECAUSE_GHE000680,56.498,42.66,69.816
20405,BGD,SEAR,2017,GHECAUSE_GHE001180,545.733,344.182,774.498
20406,ESP,EUR,2019,GHECAUSE_GHE000390,13.114,4.393,25.283
20407,HTI,AMR,2019,GHECAUSE_GHE000680,84.701,68.898,100.165
20409,SWZ,AFR,2016,GHECAUSE_GHE000680,31.647,23.298,39.953
20410,AMR,,2015,GHECAUSE_GHE001130,331.978,206.198,446.61
20414,UGA,AFR,2010,GHECAUSE_GHE000390,2671.363,2255.412,3012.55
20417,UZB,EUR,2018,GHECAUSE_GHE000680,62.26,32.871,100.758
20422,DEU,EUR,2011,GHECAUSE_GHE001140,61.423,28.271,98.532
20424,TUR,EUR,2016,GHECAUSE_GHE001180,140.462,49.121,278.774
20426,LSO,AFR,2013,GHECAUSE_GHE000680,47.559,37.859,57.267
20428,CYP,EUR,2014,GHECAUSE_GHE001140,50.154,23.103,82.743
20433,MLI,AFR,2015,GHECAUSE_GHE000680,55.137,45.903,63.886
20444,AFR,,2013,GHECAUSE_GHE000680,45.801,35.573,56.68
20445,GRD,AMR,2012,GHECAUSE_GHE000000,959.617,569.544,1449.504
20446,SLV,AMR,2017,GHECAUSE_GHE001140,94.872,50.744,144.787
20452,KIR,WPR,2011,GHECAUSE_GHE001140,2483.107,1530.303,3599.164
20454,WPR,,2013,GHECAUSE_GHE000390,310.133,236.799,382.717
20462,TJK,EUR,2019,GHECAUSE_GHE000000,4300.436,3312.878,5559.067
20463,NZL,WPR,2018,GHECAUSE_GHE001140,30.314,9.408,60.735
20464,BIH,EUR,2013,GHECAUSE_GHE000680,349.916,219.329,472.474
20465,USA,AMR,2019,GHECAUSE_GHE001140,37.44,12.007,74.565
20468,VCT,AMR,2019,GHECAUSE_GHE000000,750.856,406.956,1335.781
20473,ARG,AMR,2015,GHECAUSE_GHE000390,148.262,63.982,249.264
20474,NZL,WPR,2019,GHECAUSE_GHE001140,33.982,12.17,63.673
20476,SWE,EUR,2014,GHECAUSE_GHE000680,7.5,3.043,14.422
20479,LVA,EUR,2015,GHECAUSE_GHE001130,587.357,350.456,774.627
20480,SAU,EMR,2015,GHECAUSE_GHE001180,132.781,56.998,232.002
20482,ZAF,AFR,2011,GHECAUSE_GHE000000,3294.589,2585.275,3993.368
20486,COG,AFR,2018,GHECAUSE_GHE000390,1596.354,1237.87,1986.654
20489,GNQ,AFR,2018,GHECAUSE_GHE000680,74.141,53.587,92.825
20496,IRN,EMR,2017,GHECAUSE_GHE000000,1267.818,949.686,1731.875
20500,AFR,,2016,GHECAUSE_GHE001180,381.232,245.876,547.341
20504,PNG,WPR,2014,GHECAUSE_GHE000000,5358.221,4401.879,6486.518
20508,HND,AMR,2016,GHECAUSE_GHE001180,422.759,223.691,668.606
20511,BTN,SEAR,2016,GHECAUSE_GHE001130,750.13,484.874,1027.53
20512,IND,SEAR,2011,GHECAUSE_GHE001130,1679.957,1291.132,2013.95
20513,ATG,AMR,2015,GHECAUSE_GHE000000,396.64,230.055,584.916
20516,MRT,AFR,2018,GHECAUSE_GHE000680,38.363,29.001,48.382
20520,KHM,WPR,2015,GHECAUSE_GHE001130,1049.504,781.216,1261.166
20521,CZE,EUR,2019,GHECAUSE_GHE001130,383.228,234.527,504.64
20522,GNB,AFR,2012,GHECAUSE_GHE001130,1817.624,1462.069,2128.283
20526,BEL,EUR,2012,GHECAUSE_GHE000680,53.543,27.552,89.192
20530,KAZ,EUR,2012,GHECAUSE_GHE000390,301.656,190.014,433.607
20532,MRT,AFR,2015,GHECAUSE_GHE000390,2042.233,1635.554,2464.688
20539,AUT,EUR,2013,GHECAUSE_GHE000000,394.9,277.668,505.709
20540,AFR,,2019,GHECAUSE_GHE001140,912.295,582.357,1283.187
20541,EGY,EMR,2010,GHECAUSE_GHE000000,2898.119,2223.545,3590.196
20545,MNE,EUR,2012,GHECAUSE_GHE000000,2608.012,1933.436,3347.081
20548,BTN,SEAR,2014,GHECAUSE_GHE001130,822.405,558.496,1100.318
20550,CAN,AMR,2018,GHECAUSE_GHE000000,187.693,118.307,259.209
20552,TGO,AFR,2019,GHECAUSE_GHE001130,1609.802,1286.923,1889.767
20560,JAM,AMR,2016,GHECAUSE_GHE001140,259.647,124.98,436.013
20564,PHL,WPR,2018,GHECAUSE_GHE001180,420.491,212.446,672.802
20570,ECU,AMR,2018,GHECAUSE_GHE001130,259.94,163.477,355.465
20574,GBR,EUR,2016,GHECAUSE_GHE001140,40.847,15.983,72.972
20578,GIN,AFR,2018,GHECAUSE_GHE000680,46.827,39.353,53.459
20583,MRT,AFR,2012,GHECAUSE_GHE000680,40.082,30.739,49.373
20586,KHM,WPR,2014,GHECAUSE_GHE000390,1550.499,1274.93,1818.278
20588,ZWE,AFR,2016,GHECAUSE_GHE000390,2681.806,2175.918,3164.358
20591,SSD,AFR,2010,GHECAUSE_GHE000680,48.598,40.875,55.888
20594,SDN,EMR,2019,GHECAUSE_GHE000000,3479.041,2099.956,4728.154
20595,GEO,EUR,2017,GHECAUSE_GHE000390,152.583,95.144,214.986
20597,PRT,EUR,2018,GHECAUSE_GHE001130,106.984,57.687,147.837
20602,BHR,EMR,2010,GHECAUSE_GHE001130,960.714,671.73,1206.446
20606,CHN,WPR,2013,GHECAUSE_GHE001180,530.21,274.585,844.69
20607,TON,WPR,2018,GHECAUSE_GHE000390,257.121,137.149,401.219
20610,MDG,AFR,2013,GHECAUSE_GHE000000,6219.694,5431.193,7012.9
20616,SRB,EUR,2010,GHECAUSE_GHE001140,646.032,359.577,978.194
20618,OMN,EMR,2011,GHECAUSE_GHE000680,27.437,13.527,45.754
20619,SYR,EMR,2015,GHECAUSE_GHE000680,70.4,34.718,132.421
20620,NER,AFR,2017,GHECAUSE_GHE001140,1227.963,797.902,1726.361
20625,ECU,AMR,2018,GHECAUSE_GHE000680,18.233,8.485,32.832
20632,PNG,WPR,2019,GHECAUSE_GHE001140,1075.187,651.829,1569.434
20636,LVA,EUR,2014,GHECAUSE_GHE000390,54.287,25.939,86.189
20645,TUN,EMR,2011,GHECAUSE_GHE001140,231.953,114.799,353.464
20649,MMR,SEAR,2016,GHECAUSE_GHE000390,1185.292,991.962,1372.587
20651,KGZ,EUR,2011,GHECAUSE_GHE001130,2200.642,1576.305,2857.016
20652,ESP,EUR,2011,GHECAUSE_GHE000680,40.775,20.371,69.414
20657,NER,AFR,2014,GHECAUSE_GHE001130,1318.864,1064.608,1546.732
20658,ARG,AMR,2014,GHECAUSE_GHE001180,90.359,22.752,207.214
20662,SEN,AFR,2018,GHECAUSE_GHE001140,810.248,517.231,1151.283
20663,AUS,WPR,2017,GHECAUSE_GHE001130,94.121,48.954,135.456
20667,ITA,EUR,2019,GHECAUSE_GHE000680,32.06,16.306,53.433
20669,PAN,AMR,2017,GHECAUSE_GHE001140,81.408,32.728,136.226
20676,SVK,EUR,2015,GHECAUSE_GHE000000,840.183,627.824,1033.247
20682,ARG,AMR,2017,GHECAUSE_GHE001180,83.38,18.773,192.48
20685,KHM,WPR,2010,GHECAUSE_GHE001180,421.376,247.89,626.701
20688,PAK,EMR,2014,GHECAUSE_GHE001140,1157.776,702.106,1695.591
20689,RUS,EUR,2017,GHECAUSE_GHE001180,67.549,11.823,168.509
20690,DNK,EUR,2011,GHECAUSE_GHE000680,49.18,24.734,85.076
20693,EGY,EMR,2017,GHECAUSE_GHE000680,47.154,28.503,68.03
20694,TZA,AFR,2014,GHECAUSE_GHE001130,740.988,588.863,866.782
20695,PAK,EMR,2013,GHECAUSE_GHE000000,6372.511,5388.789,7425.991
20698,EUR,,2012,GHECAUSE_GHE000390,101.993,56.54,156.464
20699,SAU,EMR,2014,GHECAUSE_GHE000680,20.268,12.272,29.691
20701,JAM,AMR,2011,GHECAUSE_GHE000680,63.809,28.33,108.836
20702,SDN,EMR,2012,GHECAUSE_GHE000000,4808.319,3541.486,5913.379
20708,KEN,AFR,2010,GHECAUSE_GHE001180,426.55,284.027,616.976
20709,NOR,EUR,2016,GHECAUSE_GHE001140,23.585,6.806,49.177
20710,AMR,,2017,GHECAUSE_GHE001180,75.476,24.552,160.891
20711,GUY,AMR,2019,GHECAUSE_GHE000390,360.787,217.901,525.837
20713,TCD,AFR,2014,GHECAUSE_GHE001130,1379.16,1109.223,1604.755
20717,ZAF,AFR,2012,GHECAUSE_GHE000390,1347.92,968.142,1750.728
20719,BFA,AFR,2019,GHECAUSE_GHE000680,52.589,42.978,61.383
20725,AGO,AFR,2014,GHECAUSE_GHE001140,884.668,505.474,1335.807
20731,URY,AMR,2019,GHECAUSE_GHE000680,23.587,9.167,44.801
20732,ARM,EUR,2018,GHECAUSE_GHE001180,82.754,30.079,155.618
20735,DEU,EUR,2010,GHECAUSE_GHE000000,471.29,341.926,605.477
20738,GMB,AFR,2018,GHECAUSE_GHE000000,5582.655,4919.976,6250.795
20746,ITA,EUR,2012,GHECAUSE_GHE000390,14.856,7.816,22.296
20760,AFG,EMR,2018,GHECAUSE_GHE001140,1495.734,941.649,2187.795
20761,SWZ,AFR,2012,GHECAUSE_GHE001180,758.751,439.25,1191.18
20762,TON,WPR,2010,GHECAUSE_GHE000680,170.837,104.087,247.362
20763,GEO,EUR,2013,GHECAUSE_GHE001140,807.4,418.077,1257.759
20769,NGA,AFR,2010,GHECAUSE_GHE000000,7354.695,6502.912,8077.267
20770,TCD,AFR,2016,GHECAUSE_GHE001130,1360.288,1091.623,1582.596
20771,ISL,EUR,2018,GHECAUSE_GHE000680,7.633,3.055,15.892
20772,CAN,AMR,2011,GHECAUSE_GHE000390,10.75,3.017,22.971
20773,CHE,EUR,2013,GHECAUSE_GHE001130,147.225,86.257,197.19
20781,LAO,WPR,2016,GHECAUSE_GHE000000,5068.998,4396.638,5837.741
20789,TUN,EMR,2013,GHECAUSE_GHE001130,752.0,497.608,989.887
20793,MLI,AFR,2015,GHECAUSE_GHE000390,2786.367,2343.078,3182.567
20794,AFG,EMR,2010,GHECAUSE_GHE001180,608.639,394.742,868.24
20796,BHR,EMR,2012,GHECAUSE_GHE001180,150.706,68.396,269.861
20798,MDA,EUR,2011,GHECAUSE_GHE000390,210.903,111.402,323.806
20801,ECU,AMR,2013,GHECAUSE_GHE001130,286.907,182.485,386.647
20802,STP,AFR,2011,GHECAUSE_GHE000390,2201.279,1851.998,2510.801
20803,TON,WPR,2014,GHECAUSE_GHE001140,309.419,148.106,513.458
20810,GBR,EUR,2011,GHECAUSE_GHE000390,45.664,19.798,77.37
20816,MEX,AMR,2010,GHECAUSE_GHE000680,36.227,22.94,52.835
20817,SWE,EUR,2016,GHECAUSE_GHE001140,21.832,5.866,48.922
20818,TUR,EUR,2014,GHECAUSE_GHE001130,471.079,305.195,622.343
20820,UZB,EUR,2015,GHECAUSE_GHE001180,88.686,34.8,161.096
20824,OMN,EMR,2017,GHECAUSE_GHE000000,2195.048,1530.051,2790.267
20830,RWA,AFR,2019,GHECAUSE_GHE000000,3976.089,3391.958,4593.55
20832,ROU,EUR,2018,GHECAUSE_GHE001130,571.869,347.607,745.937
20834,GMB,AFR,2017,GHECAUSE_GHE000390,2354.041,1999.735,2664.173
20838,HUN,EUR,2013,GHECAUSE_GHE000390,28.272,14.128,43.266
20840,NLD,EUR,2010,GHECAUSE_GHE000390,36.613,16.716,58.836
20844,SWE,EUR,2014,GHECAUSE_GHE001140,26.232,7.502,56.21
20845,DNK,EUR,2014,GHECAUSE_GHE001180,60.741,12.446,148.225
20850,TTO,AMR,2013,GHECAUSE_GHE000000,534.556,343.805,718.375
20853,MEX,AMR,2019,GHECAUSE_GHE001130,486.629,320.346,640.852
20856,DNK,EUR,2011,GHECAUSE_GHE000000,386.215,275.096,516.06
20864,JPN,WPR,2015,GHECAUSE_GHE001130,114.287,68.309,152.01
20869,FRA,EUR,2016,GHECAUSE_GHE001130,108.012,63.097,144.803
20871,VNM,WPR,2017,GHECAUSE_GHE001180,178.339,63.486,345.909
20872,DZA,AFR,2013,GHECAUSE_GHE000680,32.015,14.547,57.457
20876,TGO,AFR,2012,GHECAUSE_GHE000680,35.79,29.788,41.231
20879,IDN,SEAR,2012,GHECAUSE_GHE001130,1113.005,791.492,1379.732
20880,LBR,AFR,2013,GHECAUSE_GHE000680,49.993,41.823,56.954
20885,COM,AFR,2019,GHECAUSE_GHE000680,4.707,3.893,5.506
20886,USA,AMR,2012,GHECAUSE_GHE000000,395.828,257.936,540.735
20887,MNG,WPR,2014,GHECAUSE_GHE000680,198.073,147.282,251.291
20888,ISL,EUR,2016,GHECAUSE_GHE001180,17.041,1.788,53.1
20889,NER,AFR,2016,GHECAUSE_GHE001130,1352.988,1090.047,1583.087
20890,VEN,AMR,2012,GHECAUSE_GHE001130,530.759,337.219,718.65
20891,ZAF,AFR,2011,GHECAUSE_GHE000680,150.339,101.178,205.507
20892,FJI,WPR,2012,GHECAUSE_GHE000680,60.286,44.129,76.82
20893,SGP,WPR,2015,GHECAUSE_GHE000000,504.645,361.882,645.644
20897,CUB,AMR,2017,GHECAUSE_GHE001180,87.981,25.487,185.01
20901,KGZ,EUR,2018,GHECAUSE_GHE001180,229.901,103.642,400.43
20902,IRN,EMR,2016,GHECAUSE_GHE000390,179.504,112.703,268.42
20903,TGO,AFR,2016,GHECAUSE_GHE001130,1717.006,1384.881,2009.7
20906,PRT,EUR,2019,GHECAUSE_GHE001180,17.227,2.713,46.673
20908,BIH,EUR,2015,GHECAUSE_GHE000390,101.184,71.971,126.482
20916,PNG,WPR,2018,GHECAUSE_GHE001140,1071.501,648.454,1565.432
20923,SEN,AFR,2015,GHECAUSE_GHE000000,4081.668,3467.828,4629.329
20929,HTI,AMR,2019,GHECAUSE_GHE000390,1916.371,1583.145,2216.343
20935,COG,AFR,2018,GHECAUSE_GHE000000,4420.831,3506.352,5434.624
20936,ZAF,AFR,2014,GHECAUSE_GHE001130,673.6,458.243,865.975
20937,GNQ,AFR,2011,GHECAUSE_GHE000000,5508.599,4462.103,6590.504
20940,KEN,AFR,2013,GHECAUSE_GHE000680,47.09,39.638,54.104
20942,HND,AMR,2015,GHECAUSE_GHE001140,698.137,408.292,1034.978
20943,NPL,SEAR,2015,GHECAUSE_GHE001140,581.859,362.328,840.512
20944,EGY,EMR,2011,GHECAUSE_GHE000000,2779.293,2157.769,3423.684
20946,URY,AMR,2017,GHECAUSE_GHE000000,355.274,226.685,498.478
20948,YEM,EMR,2015,GHECAUSE_GHE000390,1194.373,842.087,1545.672
20950,WPR,,2019,GHECAUSE_GHE001140,526.262,292.618,824.354
20953,EMR,,2015,GHECAUSE_GHE000390,906.175,698.708,1098.717
20960,QAT,EMR,2014,GHECAUSE_GHE000680,49.404,31.674,68.995
20964,GMB,AFR,2015,GHECAUSE_GHE001180,488.241,328.394,664.767
20970,DJI,EMR,2012,GHECAUSE_GHE000680,45.706,37.105,54.629
20974,NER,AFR,2016,GHECAUSE_GHE000000,6717.468,5896.44,7576.614
20980,BTN,SEAR,2012,GHECAUSE_GHE001140,368.079,200.118,583.223
20982,WSM,WPR,2011,GHECAUSE_GHE000680,174.71,132.911,221.219
20984,MOZ,AFR,2016,GHECAUSE_GHE000390,2650.551,2239.958,3032.603
20985,UKR,EUR,2015,GHECAUSE_GHE001180,47.451,13.825,102.023
20988,MWI,AFR,2012,GHECAUSE_GHE001130,1148.642,888.311,1357.325
20989,IRN,EMR,2015,GHECAUSE_GHE000000,1279.266,945.424,1734.998
20990,COM,AFR,2013,GHECAUSE_GHE001140,1043.805,678.96,1438.289
20993,SLB,WPR,2018,GHECAUSE_GHE001180,685.14,403.865,1055.261
21000,AMR,,2019,GHECAUSE_GHE001180,67.204,20.713,148.283
21002,TKM,EUR,2019,GHECAUSE_GHE000390,279.677,159.415,422.964
21004,CAN,AMR,2013,GHECAUSE_GHE001140,25.591,8.271,51.017
21005,MOZ,AFR,2012,GHECAUSE_GHE000680,29.714,25.061,34.23
21009,DJI,EMR,2019,GHECAUSE_GHE000000,4867.535,3991.401,5649.446
21013,MOZ,AFR,2019,GHECAUSE_GHE001140,2106.184,1344.022,2902.456
21017,LKA,SEAR,2016,GHECAUSE_GHE000390,295.98,243.919,346.767
21018,JPN,WPR,2015,GHECAUSE_GHE000000,286.132,212.24,371.069
21019,BHR,EMR,2010,GHECAUSE_GHE000390,173.077,129.387,219.755
21020,UZB,EUR,2017,GHECAUSE_GHE000680,62.936,32.489,103.389
21021,BFA,AFR,2017,GHECAUSE_GHE000680,52.4,42.723,61.288
21029,MDG,AFR,2015,GHECAUSE_GHE000000,6027.475,5244.041,6800.778
21033,ECU,AMR,2018,GHECAUSE_GHE000390,175.617,94.106,276.532
21034,TJK,EUR,2013,GHECAUSE_GHE001140,1098.689,603.078,1746.781
21035,SRB,EUR,2016,GHECAUSE_GHE000390,89.728,63.718,118.263
21038,ISL,EUR,2010,GHECAUSE_GHE000000,225.801,139.337,322.682
21040,SSD,AFR,2019,GHECAUSE_GHE000000,4822.99,4244.668,5411.19
21043,BTN,SEAR,2018,GHECAUSE_GHE000390,418.936,261.282,605.728
21044,SUR,AMR,2018,GHECAUSE_GHE000680,51.68,19.115,95.769
21045,USA,AMR,2015,GHECAUSE_GHE000000,357.47,229.219,497.145
21046,TJK,EUR,2010,GHECAUSE_GHE000680,69.359,45.405,95.052
21049,AFG,EMR,2016,GHECAUSE_GHE001140,1526.229,930.749,2235.885
21052,CHE,EUR,2018,GHECAUSE_GHE001180,27.446,5.608,67.424
21053,MDV,SEAR,2013,GHECAUSE_GHE001130,436.611,268.359,622.182
21057,BGD,SEAR,2019,GHECAUSE_GHE000680,147.816,118.655,174.478
21059,AGO,AFR,2011,GHECAUSE_GHE001140,950.518,543.166,1459.23
21067,MOZ,AFR,2010,GHECAUSE_GHE000000,7621.55,6503.467,8739.325
21068,HTI,AMR,2010,GHECAUSE_GHE000000,7065.291,6029.22,8143.917
21072,UZB,EUR,2012,GHECAUSE_GHE001130,2701.049,1794.06,3660.262
21077,GMB,AFR,2013,GHECAUSE_GHE000000,6161.643,5423.498,6880.141
21082,SGP,WPR,2017,GHECAUSE_GHE000000,468.134,326.563,613.019
21085,SVN,EUR,2017,GHECAUSE_GHE000390,21.211,10.398,32.774
21088,LUX,EUR,2019,GHECAUSE_GHE000000,235.394,152.762,321.636
21090,SVK,EUR,2019,GHECAUSE_GHE001130,350.073,216.516,459.27
21092,PER,AMR,2013,GHECAUSE_GHE001130,298.44,210.762,380.54
21094,MNG,WPR,2013,GHECAUSE_GHE000680,205.577,148.779,258.656
21096,IDN,SEAR,2018,GHECAUSE_GHE000390,305.707,203.905,405.247
21099,TUN,EMR,2014,GHECAUSE_GHE000680,52.514,26.706,85.709
21101,TUN,EMR,2015,GHECAUSE_GHE000390,106.937,61.901,155.02
21105,GIN,AFR,2015,GHECAUSE_GHE000000,8131.83,7156.007,9066.1
21113,EST,EUR,2016,GHECAUSE_GHE000390,16.584,3.071,43.146
21129,GIN,AFR,2013,GHECAUSE_GHE001140,1429.936,948.813,1951.378
21131,MUS,AFR,2011,GHECAUSE_GHE000680,20.067,8.139,42.757
21133,JAM,AMR,2014,GHECAUSE_GHE000000,732.634,465.808,1023.882
21134,IRN,EMR,2010,GHECAUSE_GHE000390,224.293,143.648,315.142
21136,SVK,EUR,2016,GHECAUSE_GHE000680,53.169,28.424,87.565
21139,NZL,WPR,2018,GHECAUSE_GHE001180,29.339,4.353,79.707
21141,DOM,AMR,2018,GHECAUSE_GHE001130,595.286,308.872,852.849
21143,MUS,AFR,2017,GHECAUSE_GHE000000,714.808,469.483,1038.157
21145,ERI,AFR,2014,GHECAUSE_GHE001130,1405.663,1096.944,1672.305
21154,TLS,SEAR,2016,GHECAUSE_GHE000390,1688.132,1391.733,1952.9
21156,CAN,AMR,2015,GHECAUSE_GHE000000,197.156,124.901,270.645
21157,MOZ,AFR,2015,GHECAUSE_GHE001140,2232.353,1423.797,3072.341
21159,THA,SEAR,2015,GHECAUSE_GHE000000,1160.769,859.628,1486.525
21164,VUT,WPR,2015,GHECAUSE_GHE000680,111.173,85.999,137.404
21170,MAR,EMR,2019,GHECAUSE_GHE001140,252.756,113.024,426.005
21171,NLD,EUR,2013,GHECAUSE_GHE001180,66.779,16.857,153.399
21172,TUR,EUR,2018,GHECAUSE_GHE001130,436.662,279.714,573.158
21173,SDN,EMR,2019,GHECAUSE_GHE001180,230.447,91.594,392.478
21174,VUT,WPR,2010,GHECAUSE_GHE000000,7160.511,5757.666,8684.015
21177,POL,EUR,2013,GHECAUSE_GHE001130,659.398,428.114,845.039
21178,HRV,EUR,2018,GHECAUSE_GHE000000,692.61,513.87,857.159
21179,DOM,AMR,2015,GHECAUSE_GHE000000,1170.371,688.896,1640.931
21181,LKA,SEAR,2011,GHECAUSE_GHE000680,90.95,72.06,108.003
21182,LBR,AFR,2016,GHECAUSE_GHE000390,2303.012,1947.808,2601.182
21184,BEL,EUR,2013,GHECAUSE_GHE001140,54.085,24.873,87.859
21185,AZE,EUR,2015,GHECAUSE_GHE001180,102.938,31.212,200.492
21187,TCD,AFR,2018,GHECAUSE_GHE000680,30.987,25.691,35.624
21190,CAF,AFR,2012,GHECAUSE_GHE001140,2166.524,1413.277,3104.904
21195,KEN,AFR,2016,GHECAUSE_GHE001180,378.819,249.875,553.569
21200,IDN,SEAR,2013,GHECAUSE_GHE000000,3386.267,2635.158,4228.115
