,SpatialDim,ParentLocationCode,TimeDim,Dim2,AirPollDALYs,Low,High
21206,TON,WPR,2010,GHECAUSE_GHE001130,826.12,461.496,1138.307
21221,SAU,EMR,2015,GHECAUSE_GHE001130,1431.017,1007.603,1811.159
21224,MYS,WPR,2010,GHECAUSE_GHE000680,52.27,28.431,92.557
21232,JPN,WPR,2011,GHECAUSE_GHE001180,30.191,7.76,68.855
21233,ARE,EMR,2011,GHECAUSE_GHE000680,27.809,17.306,40.862
21234,MLI,AFR,2014,GHECAUSE_GHE000680,54.101,45.239,62.581
21235,BRB,AMR,2019,GHECAUSE_GHE001140,96.347,31.01,177.728
21236,VEN,AMR,2014,GHECAUSE_GHE000000,949.782,653.235,1336.079
21239,BWA,AFR,2011,GHECAUSE_GHE001180,476.835,245.205,799.243
21244,CHE,EUR,2012,GHECAUSE_GHE001180,32.761,7.674,77.818
21247,EMR,,2011,GHECAUSE_GHE001130,1732.356,1261.035,2159.773
21248,POL,EUR,2012,GHECAUSE_GHE001140,168.545,85.35,254.574
21249,ESP,EUR,2018,GHECAUSE_GHE001130,112.723,64.6,153.361
21254,KAZ,EUR,2014,GHECAUSE_GHE000000,2224.914,1573.506,3074.682
21255,GNB,AFR,2017,GHECAUSE_GHE000680,41.208,34.361,47.267
21262,NIC,AMR,2019,GHECAUSE_GHE000680,44.693,31.205,58.158
21267,GNQ,AFR,2010,GHECAUSE_GHE001130,1021.114,769.75,1258.47
21274,MWI,AFR,2012,GHECAUSE_GHE000680,27.337,22.814,31.939
21275,LAO,WPR,2019,GHECAUSE_GHE001180,553.533,328.76,815.273
21277,UGA,AFR,2016,GHECAUSE_GHE001180,454.32,306.661,626.849
21278,SVN,EUR,2018,GHECAUSE_GHE000680,57.348,31.117,92.447
21280,COD,AFR,2015,GHECAUSE_GHE000000,6372.662,5357.544,7457.613
21285,NAM,AFR,2019,GHECAUSE_GHE001180,445.466,247.923,717.783
21286,GRC,EUR,2011,GHECAUSE_GHE001180,67.753,20.992,141.133
21288,CIV,AFR,2017,GHECAUSE_GHE001140,1039.047,650.663,1494.119
21292,AUT,EUR,2011,GHECAUSE_GHE001180,49.289,13.68,107.166
21295,OMN,EMR,2012,GHECAUSE_GHE001140,387.165,196.739,616.17
21296,HRV,EUR,2013,GHECAUSE_GHE000680,77.225,41.879,125.457
21297,THA,SEAR,2013,GHECAUSE_GHE001140,293.06,161.875,454.607
21301,THA,SEAR,2011,GHECAUSE_GHE000000,1313.47,979.531,1664.714
21310,LBR,AFR,2013,GHECAUSE_GHE000000,5454.998,4801.456,6063.269
21314,MNG,WPR,2010,GHECAUSE_GHE001180,250.047,139.674,383.63
21322,NER,AFR,2010,GHECAUSE_GHE000680,8.615,7.164,10.007
21323,TUN,EMR,2013,GHECAUSE_GHE001140,224.658,109.91,352.162
21324,IRQ,EMR,2014,GHECAUSE_GHE001130,1232.444,831.898,1589.761
21328,BHR,EMR,2015,GHECAUSE_GHE001180,132.991,60.503,236.024
21330,BTN,SEAR,2015,GHECAUSE_GHE001140,323.595,163.241,517.648
21331,KEN,AFR,2012,GHECAUSE_GHE001130,766.094,602.374,908.853
21337,AUT,EUR,2017,GHECAUSE_GHE000680,31.816,15.716,54.724
21339,MNG,WPR,2015,GHECAUSE_GHE001140,1935.723,1156.428,2884.75
21342,ROU,EUR,2016,GHECAUSE_GHE001140,239.227,110.486,387.327
21343,BOL,AMR,2019,GHECAUSE_GHE000000,1568.866,1213.034,1979.953
21344,UGA,AFR,2010,GHECAUSE_GHE000000,5637.55,4891.625,6356.369
21346,GBR,EUR,2019,GHECAUSE_GHE001180,43.393,8.596,108.318
21347,HRV,EUR,2016,GHECAUSE_GHE001140,140.455,67.544,221.925
21348,NPL,SEAR,2019,GHECAUSE_GHE001140,555.928,344.052,795.902
21349,AZE,EUR,2018,GHECAUSE_GHE001140,485.689,236.192,797.094
21352,PRK,SEAR,2019,GHECAUSE_GHE001140,1692.84,1064.274,2372.523
21353,IRQ,EMR,2012,GHECAUSE_GHE001180,60.942,24.078,112.772
21354,BLR,EUR,2013,GHECAUSE_GHE000390,57.859,29.725,90.037
21358,PRT,EUR,2011,GHECAUSE_GHE001130,132.487,75.973,177.899
21359,PRK,SEAR,2014,GHECAUSE_GHE000390,553.851,460.88,628.154
21360,PHL,WPR,2010,GHECAUSE_GHE001130,1494.091,1091.736,1867.911
21365,ATG,AMR,2017,GHECAUSE_GHE001140,92.061,28.567,174.433
21377,GRC,EUR,2011,GHECAUSE_GHE000000,713.152,547.68,883.616
21378,RWA,AFR,2018,GHECAUSE_GHE000390,1564.771,1306.105,1809.136
21379,DEU,EUR,2017,GHECAUSE_GHE001180,51.124,12.092,120.878
21384,GNB,AFR,2016,GHECAUSE_GHE000000,6943.677,6089.323,7801.796
21385,PAN,AMR,2011,GHECAUSE_GHE000390,118.354,48.644,197.232
21386,GNB,AFR,2018,GHECAUSE_GHE000000,6561.344,5764.509,7382.839
21389,KAZ,EUR,2016,GHECAUSE_GHE000390,229.799,139.978,331.841
21392,SDN,EMR,2018,GHECAUSE_GHE001140,721.447,363.854,1167.216
21393,AMR,,2010,GHECAUSE_GHE000000,872.858,643.96,1134.926
21395,HTI,AMR,2019,GHECAUSE_GHE000000,5803.767,4954.406,6690.372
21399,BRN,WPR,2016,GHECAUSE_GHE001130,245.754,130.446,348.064
21402,TGO,AFR,2019,GHECAUSE_GHE000680,35.467,29.465,41.003
21404,MKD,EUR,2016,GHECAUSE_GHE001140,771.069,377.703,1313.549
21408,MYS,WPR,2013,GHECAUSE_GHE001180,113.538,36.049,243.52
21420,PER,AMR,2010,GHECAUSE_GHE001140,196.87,107.842,305.282
21421,FJI,WPR,2011,GHECAUSE_GHE001130,2070.613,1414.813,2683.841
21426,EUR,,2017,GHECAUSE_GHE000680,61.845,28.308,112.189
21427,PRY,AMR,2018,GHECAUSE_GHE000390,286.875,210.269,371.204
21438,ARG,AMR,2015,GHECAUSE_GHE001180,89.764,23.375,204.893
21441,CUB,AMR,2015,GHECAUSE_GHE001180,91.782,26.682,195.075
21442,MEX,AMR,2017,GHECAUSE_GHE001140,136.005,71.863,204.508
21444,TUN,EMR,2017,GHECAUSE_GHE001180,68.593,21.931,137.71
21449,GRD,AMR,2012,GHECAUSE_GHE001140,236.986,97.64,419.488
21451,CYP,EUR,2019,GHECAUSE_GHE000000,311.045,222.206,402.146
21458,EST,EUR,2011,GHECAUSE_GHE000000,474.28,294.343,640.585
21461,MLI,AFR,2017,GHECAUSE_GHE000680,56.973,47.388,65.889
21472,DZA,AFR,2017,GHECAUSE_GHE000000,1019.636,698.072,1367.906
21475,SLE,AFR,2018,GHECAUSE_GHE001130,1642.752,1321.407,1918.453
21478,KIR,WPR,2016,GHECAUSE_GHE000390,1579.091,1270.267,1868.901
21479,GMB,AFR,2014,GHECAUSE_GHE000000,6083.246,5351.702,6812.819
21480,DJI,EMR,2012,GHECAUSE_GHE001180,328.818,206.201,470.613
21483,LAO,WPR,2011,GHECAUSE_GHE001140,1483.201,931.519,2080.192
21487,GBR,EUR,2018,GHECAUSE_GHE001140,37.844,14.617,68.007
21492,TTO,AMR,2017,GHECAUSE_GHE001180,16.848,3.298,41.979
21493,FIN,EUR,2010,GHECAUSE_GHE001180,15.516,2.202,42.024
21498,SGP,WPR,2019,GHECAUSE_GHE000390,130.589,52.067,224.866
21508,EUR,,2017,GHECAUSE_GHE001180,63.221,17.961,137.838
21513,TUR,EUR,2015,GHECAUSE_GHE001180,143.887,51.371,284.66
21520,IDN,SEAR,2018,GHECAUSE_GHE001130,812.275,546.975,1078.189
21524,BEN,AFR,2014,GHECAUSE_GHE000390,3353.915,2838.688,3798.18
21525,MWI,AFR,2011,GHECAUSE_GHE001130,1213.95,935.27,1430.159
21529,GMB,AFR,2015,GHECAUSE_GHE000680,57.411,47.242,66.661
21531,EMR,,2018,GHECAUSE_GHE001140,634.693,366.35,965.267
21532,BOL,AMR,2012,GHECAUSE_GHE000680,46.519,30.237,64.569
21533,DEU,EUR,2015,GHECAUSE_GHE001130,231.748,138.281,307.694
21534,QAT,EMR,2019,GHECAUSE_GHE001140,184.923,101.689,286.242
21543,CYP,EUR,2017,GHECAUSE_GHE000000,340.486,242.754,439.678
21544,GMB,AFR,2019,GHECAUSE_GHE001180,475.368,321.78,646.669
21546,KIR,WPR,2019,GHECAUSE_GHE001140,2223.606,1328.778,3220.588
21549,KOR,WPR,2011,GHECAUSE_GHE001130,155.317,103.303,197.089
21551,VEN,AMR,2012,GHECAUSE_GHE000390,140.567,73.541,222.019
21554,EUR,,2010,GHECAUSE_GHE001180,69.992,22.236,146.853
21559,MNE,EUR,2015,GHECAUSE_GHE000680,283.251,181.771,395.26
21566,SYR,EMR,2018,GHECAUSE_GHE000000,2046.127,1421.108,3113.555
21572,TJK,EUR,2013,GHECAUSE_GHE000000,5199.05,4072.503,6500.344
21578,GMB,AFR,2017,GHECAUSE_GHE001130,1590.964,1278.417,1864.221
21582,MLT,EUR,2011,GHECAUSE_GHE001130,375.144,232.701,490.724
21583,MEX,AMR,2012,GHECAUSE_GHE001140,145.105,78.628,217.613
21589,PRT,EUR,2015,GHECAUSE_GHE000000,244.318,170.563,326.54
21591,PAN,AMR,2013,GHECAUSE_GHE001140,91.917,40.554,150.459
21593,ARG,AMR,2019,GHECAUSE_GHE000000,584.317,385.161,818.499
21596,MRT,AFR,2019,GHECAUSE_GHE001180,243.063,144.541,363.491
21597,BWA,AFR,2018,GHECAUSE_GHE000000,3869.488,2932.739,4783.788
21599,AUS,WPR,2012,GHECAUSE_GHE000000,186.34,117.754,256.562
21600,PRK,SEAR,2018,GHECAUSE_GHE000000,4958.366,4104.35,5848.772
21603,WPR,,2017,GHECAUSE_GHE000680,221.565,149.763,300.05
21604,GBR,EUR,2014,GHECAUSE_GHE001180,50.478,11.203,122.014
21612,AGO,AFR,2014,GHECAUSE_GHE000680,41.456,28.909,53.231
21615,TZA,AFR,2012,GHECAUSE_GHE000680,10.916,9.174,12.5
21624,SVK,EUR,2010,GHECAUSE_GHE000680,68.006,37.633,107.63
21626,BHS,AMR,2018,GHECAUSE_GHE000390,33.694,0.531,98.759
21627,COD,AFR,2018,GHECAUSE_GHE000680,46.593,38.085,55.122
21632,NLD,EUR,2018,GHECAUSE_GHE000000,272.332,189.862,375.731
21638,GHA,AFR,2010,GHECAUSE_GHE000680,22.942,18.796,26.637
21639,LVA,EUR,2018,GHECAUSE_GHE001140,188.19,81.592,316.387
21640,RUS,EUR,2016,GHECAUSE_GHE001140,367.644,115.836,780.066
21643,FIN,EUR,2015,GHECAUSE_GHE001130,125.383,61.794,188.831
21648,SLV,AMR,2018,GHECAUSE_GHE001130,405.51,267.309,532.451
21653,SRB,EUR,2010,GHECAUSE_GHE000680,346.656,230.949,483.891
21654,SGP,WPR,2010,GHECAUSE_GHE000680,39.747,19.481,65.712
21655,AGO,AFR,2014,GHECAUSE_GHE000000,4673.947,3435.212,5833.529
21656,MDG,AFR,2016,GHECAUSE_GHE001140,1722.429,1129.775,2344.596
21659,ESP,EUR,2010,GHECAUSE_GHE001140,51.296,22.405,85.632
21668,NZL,WPR,2017,GHECAUSE_GHE000390,11.565,2.895,26.669
21672,PRY,AMR,2018,GHECAUSE_GHE001130,507.303,344.598,661.247
21673,NIC,AMR,2012,GHECAUSE_GHE000680,72.8,54.87,92.191
21674,GUY,AMR,2013,GHECAUSE_GHE001130,1276.828,833.105,1687.731
21682,LCA,AMR,2010,GHECAUSE_GHE000000,523.726,297.085,803.486
21688,ETH,AFR,2010,GHECAUSE_GHE000000,5295.848,4682.388,5883.968
21693,IND,SEAR,2010,GHECAUSE_GHE000000,5016.814,4123.215,5856.135
21695,TJK,EUR,2011,GHECAUSE_GHE000000,5648.585,4394.843,7017.483
21698,ERI,AFR,2016,GHECAUSE_GHE001140,1473.59,948.621,2095.152
21700,EUR,,2011,GHECAUSE_GHE001140,212.688,100.446,356.225
21702,DZA,AFR,2017,GHECAUSE_GHE000390,156.47,76.864,241.92
21706,MDV,SEAR,2015,GHECAUSE_GHE000680,28.414,11.408,58.152
21708,FIN,EUR,2015,GHECAUSE_GHE001140,27.371,7.052,61.339
21709,STP,AFR,2014,GHECAUSE_GHE001180,816.396,543.253,1113.583
21711,ISL,EUR,2015,GHECAUSE_GHE000390,6.106,1.282,15.453
21712,SLV,AMR,2015,GHECAUSE_GHE001140,106.533,57.957,168.248
21718,TCD,AFR,2012,GHECAUSE_GHE001180,504.46,335.075,689.68
21720,ARG,AMR,2018,GHECAUSE_GHE000000,586.777,383.629,816.978
21722,TON,WPR,2018,GHECAUSE_GHE001180,140.411,44.694,292.908
21723,CRI,AMR,2010,GHECAUSE_GHE001130,311.355,199.235,405.394
21727,MEX,AMR,2010,GHECAUSE_GHE001180,129.655,54.45,234.389
21732,SYC,AFR,2014,GHECAUSE_GHE000390,271.204,115.285,438.747
21734,COD,AFR,2016,GHECAUSE_GHE001140,1105.869,724.717,1576.963
21740,LAO,WPR,2017,GHECAUSE_GHE001140,1375.235,863.679,1947.774
21741,SLV,AMR,2015,GHECAUSE_GHE000000,1188.523,877.021,1489.136
21745,GLOBAL,,2014,GHECAUSE_GHE000000,2983.102,2407.03,3590.092
21749,MKD,EUR,2019,GHECAUSE_GHE001180,149.12,52.153,280.507
21753,MYS,WPR,2019,GHECAUSE_GHE001180,128.519,39.962,277.584
21760,COD,AFR,2016,GHECAUSE_GHE000680,45.148,37.231,53.435
21766,COL,AMR,2019,GHECAUSE_GHE000390,118.818,62.254,186.587
21769,GBR,EUR,2017,GHECAUSE_GHE001130,152.197,86.888,207.389
21770,UGA,AFR,2017,GHECAUSE_GHE001130,888.405,714.924,1034.013
21771,AUS,WPR,2016,GHECAUSE_GHE001140,22.221,6.403,46.845
21772,ETH,AFR,2013,GHECAUSE_GHE001130,848.975,677.369,998.919
21774,LVA,EUR,2014,GHECAUSE_GHE001130,652.295,397.281,857.976
21778,GRC,EUR,2017,GHECAUSE_GHE001180,49.484,13.21,109.616
21780,STP,AFR,2015,GHECAUSE_GHE000390,1870.647,1577.544,2134.682
21786,ARG,AMR,2010,GHECAUSE_GHE000000,720.63,484.445,1035.59
21787,JAM,AMR,2012,GHECAUSE_GHE001140,217.132,105.884,354.21
21794,SRB,EUR,2010,GHECAUSE_GHE001180,187.958,85.259,320.256
21800,NPL,SEAR,2016,GHECAUSE_GHE000000,4147.147,3399.32,4930.353
21801,PRY,AMR,2015,GHECAUSE_GHE000390,270.183,199.785,343.118
21804,NLD,EUR,2016,GHECAUSE_GHE000680,39.693,19.387,68.734
21805,BLZ,AMR,2016,GHECAUSE_GHE000000,847.324,499.006,1200.562
21807,BLZ,AMR,2017,GHECAUSE_GHE001140,170.8,77.613,282.009
21810,ATG,AMR,2016,GHECAUSE_GHE000680,5.343,1.722,11.264
21811,IDN,SEAR,2010,GHECAUSE_GHE000000,4030.741,3207.139,4854.597
21812,AGO,AFR,2015,GHECAUSE_GHE001130,951.258,646.482,1239.037
21813,BFA,AFR,2013,GHECAUSE_GHE001180,342.227,225.373,470.354
21818,DNK,EUR,2019,GHECAUSE_GHE001130,106.422,60.251,148.0
21819,SUR,AMR,2016,GHECAUSE_GHE001180,59.295,17.553,128.755
21821,QAT,EMR,2012,GHECAUSE_GHE000000,1654.763,1298.573,1996.123
21822,LSO,AFR,2015,GHECAUSE_GHE000000,11309.688,9520.01,13069.165
21834,FRA,EUR,2019,GHECAUSE_GHE000000,197.532,143.791,255.875
21837,GRD,AMR,2012,GHECAUSE_GHE001130,442.511,237.528,643.562
21842,BIH,EUR,2018,GHECAUSE_GHE001130,1043.892,683.572,1334.089
21843,ETH,AFR,2014,GHECAUSE_GHE000390,1986.651,1680.667,2260.611
21845,SWE,EUR,2017,GHECAUSE_GHE001130,101.029,51.167,150.161
21855,LCA,AMR,2019,GHECAUSE_GHE001180,57.755,12.398,141.73
21857,KOR,WPR,2016,GHECAUSE_GHE000680,57.248,33.193,87.361
21858,HUN,EUR,2018,GHECAUSE_GHE000680,95.182,51.153,156.644
21859,LKA,SEAR,2016,GHECAUSE_GHE001130,1088.047,846.57,1307.887
21867,LUX,EUR,2018,GHECAUSE_GHE000390,12.43,3.97,24.142
21876,EUR,,2019,GHECAUSE_GHE001140,179.93,72.342,323.395
21877,TJK,EUR,2011,GHECAUSE_GHE001130,2880.594,2113.766,3626.328
21881,FRA,EUR,2019,GHECAUSE_GHE001130,98.212,56.6,132.977
21888,DOM,AMR,2016,GHECAUSE_GHE000390,175.859,92.589,277.788
21889,VUT,WPR,2013,GHECAUSE_GHE000390,1283.815,1029.61,1522.606
21891,MOZ,AFR,2010,GHECAUSE_GHE001140,2345.135,1518.075,3215.768
21895,NPL,SEAR,2010,GHECAUSE_GHE001140,574.462,368.866,816.209
21896,ETH,AFR,2011,GHECAUSE_GHE000680,64.383,54.709,73.455
21900,MMR,SEAR,2013,GHECAUSE_GHE001130,1011.906,805.916,1200.733
21906,NAM,AFR,2017,GHECAUSE_GHE001140,812.775,466.757,1188.952
21907,BEL,EUR,2019,GHECAUSE_GHE000000,294.646,208.314,397.216
21910,BRB,AMR,2015,GHECAUSE_GHE000390,57.842,18.01,113.515
21916,PER,AMR,2012,GHECAUSE_GHE000390,604.351,453.451,754.007
21917,LKA,SEAR,2015,GHECAUSE_GHE001130,1117.791,860.516,1336.29
21918,BRB,AMR,2016,GHECAUSE_GHE001140,97.388,31.321,179.476
21922,SLB,WPR,2016,GHECAUSE_GHE001140,1717.01,1041.41,2492.507
21927,TLS,SEAR,2015,GHECAUSE_GHE000000,4730.558,4069.266,5471.05
21929,NLD,EUR,2012,GHECAUSE_GHE001180,71.65,18.523,162.566
21930,CAN,AMR,2015,GHECAUSE_GHE001130,122.988,65.693,174.003
21933,JAM,AMR,2010,GHECAUSE_GHE001180,71.117,24.238,143.558
21943,NER,AFR,2019,GHECAUSE_GHE001130,1320.662,1062.538,1542.316
21944,DOM,AMR,2011,GHECAUSE_GHE000000,929.441,539.279,1343.321
21950,FIN,EUR,2013,GHECAUSE_GHE001130,145.934,74.772,215.365
21970,ERI,AFR,2011,GHECAUSE_GHE000680,54.127,45.068,63.204
21973,CHL,AMR,2017,GHECAUSE_GHE001140,99.235,49.681,148.72
21974,CZE,EUR,2019,GHECAUSE_GHE000390,52.902,23.585,86.881
21976,BRA,AMR,2016,GHECAUSE_GHE000000,744.497,514.279,993.673
21977,CHL,AMR,2017,GHECAUSE_GHE001180,40.469,13.01,81.05
21980,GRD,AMR,2015,GHECAUSE_GHE001180,53.267,13.316,119.269
21981,LBR,AFR,2011,GHECAUSE_GHE001140,951.38,630.973,1300.409
21982,DZA,AFR,2019,GHECAUSE_GHE001180,54.702,16.21,112.917
21983,PHL,WPR,2017,GHECAUSE_GHE000680,124.103,85.728,161.239
21988,SYR,EMR,2017,GHECAUSE_GHE000000,1974.895,1373.402,2918.487
21989,KGZ,EUR,2016,GHECAUSE_GHE001180,245.27,108.962,418.383
21991,LTU,EUR,2019,GHECAUSE_GHE000390,36.89,12.182,68.599
21994,MYS,WPR,2011,GHECAUSE_GHE000390,428.372,243.013,678.406
21999,CAN,AMR,2011,GHECAUSE_GHE000680,22.258,10.073,41.436
22000,HRV,EUR,2013,GHECAUSE_GHE001130,441.436,277.856,572.178
22001,MWI,AFR,2017,GHECAUSE_GHE001130,958.369,740.527,1125.817
22003,CHE,EUR,2014,GHECAUSE_GHE001140,30.115,12.061,53.603
22005,BRB,AMR,2016,GHECAUSE_GHE001130,177.903,98.271,251.69
22009,LSO,AFR,2011,GHECAUSE_GHE001180,1202.146,734.184,1792.216
22010,PRT,EUR,2013,GHECAUSE_GHE000390,33.589,11.629,64.839
22012,CIV,AFR,2014,GHECAUSE_GHE001180,431.532,274.278,617.566
22025,SWE,EUR,2012,GHECAUSE_GHE000680,9.724,4.182,18.535
22029,ARM,EUR,2017,GHECAUSE_GHE000680,118.728,69.286,183.249
22030,ESP,EUR,2010,GHECAUSE_GHE001130,157.17,93.841,208.382
22032,MAR,EMR,2012,GHECAUSE_GHE000680,47.616,19.958,92.829
22036,WPR,,2015,GHECAUSE_GHE000000,2243.135,1767.213,2817.27
22042,VCT,AMR,2015,GHECAUSE_GHE000390,113.943,41.918,221.087
22044,PRK,SEAR,2018,GHECAUSE_GHE001140,1709.956,1091.811,2407.461
22046,CIV,AFR,2011,GHECAUSE_GHE001140,1300.596,841.333,1846.001
22048,PRK,SEAR,2014,GHECAUSE_GHE000000,5686.314,4775.513,6634.582
22050,HRV,EUR,2017,GHECAUSE_GHE000000,712.495,529.84,884.954
22059,QAT,EMR,2011,GHECAUSE_GHE001130,1166.375,836.264,1459.24
22066,HND,AMR,2014,GHECAUSE_GHE001140,690.703,400.108,1023.702
22078,BOL,AMR,2010,GHECAUSE_GHE000390,953.641,704.538,1213.669
22079,TCD,AFR,2015,GHECAUSE_GHE001180,481.924,322.541,664.704
22080,TUN,EMR,2018,GHECAUSE_GHE000680,51.613,26.754,83.31
22081,SVN,EUR,2019,GHECAUSE_GHE001130,188.817,115.241,248.014
22082,AUT,EUR,2014,GHECAUSE_GHE001140,49.028,21.32,81.859
22084,BEN,AFR,2017,GHECAUSE_GHE000000,6179.258,5447.468,6923.866
22086,MDG,AFR,2016,GHECAUSE_GHE000000,5966.837,5198.585,6728.668
22088,KEN,AFR,2013,GHECAUSE_GHE001140,910.09,583.996,1248.257
22102,NAM,AFR,2016,GHECAUSE_GHE001180,480.651,277.757,770.28
22104,THA,SEAR,2015,GHECAUSE_GHE000390,274.929,187.653,365.169
22106,MEX,AMR,2016,GHECAUSE_GHE001130,509.337,339.332,655.653
22107,ETH,AFR,2017,GHECAUSE_GHE000390,1882.982,1596.129,2137.647
22109,BDI,AFR,2017,GHECAUSE_GHE001180,589.578,398.081,808.029
22115,AFG,EMR,2013,GHECAUSE_GHE001140,1627.033,1035.672,2338.774
22117,NER,AFR,2016,GHECAUSE_GHE000680,9.199,7.595,10.646
22118,PHL,WPR,2017,GHECAUSE_GHE001180,423.42,215.494,688.007
22119,SDN,EMR,2010,GHECAUSE_GHE001180,297.179,158.835,458.093
22125,WSM,WPR,2010,GHECAUSE_GHE001140,964.703,539.139,1470.851
22132,LBR,AFR,2015,GHECAUSE_GHE001180,279.712,191.281,380.219
22133,GRC,EUR,2011,GHECAUSE_GHE001130,391.168,249.687,508.966
22134,MMR,SEAR,2013,GHECAUSE_GHE000390,1338.031,1117.863,1531.881
22138,IND,SEAR,2016,GHECAUSE_GHE001130,1480.294,1104.664,1818.878
22143,BTN,SEAR,2015,GHECAUSE_GHE000390,497.566,312.45,677.539
22145,WPR,,2016,GHECAUSE_GHE000000,2131.404,1670.15,2706.457
22146,LAO,WPR,2013,GHECAUSE_GHE000680,268.029,210.052,323.268
22148,ECU,AMR,2012,GHECAUSE_GHE000680,23.454,11.629,40.079
22153,DOM,AMR,2018,GHECAUSE_GHE000390,144.948,71.883,234.129
22163,QAT,EMR,2017,GHECAUSE_GHE001140,198.347,109.68,309.496
22172,SGP,WPR,2018,GHECAUSE_GHE001130,210.309,124.761,284.618
22175,BHR,EMR,2017,GHECAUSE_GHE001180,130.84,59.459,233.918
22176,MDV,SEAR,2016,GHECAUSE_GHE001180,111.186,28.47,256.74
22181,NGA,AFR,2015,GHECAUSE_GHE000390,4029.699,3403.06,4535.042
22182,SLE,AFR,2019,GHECAUSE_GHE000000,7117.035,6250.99,7982.053
22183,BHS,AMR,2019,GHECAUSE_GHE000680,1.96,0.0,6.015
22184,TKM,EUR,2018,GHECAUSE_GHE001180,42.391,14.324,83.305
22185,ARG,AMR,2015,GHECAUSE_GHE001130,286.571,167.085,393.291
22187,CHE,EUR,2017,GHECAUSE_GHE000000,207.487,142.021,276.479
22191,NGA,AFR,2016,GHECAUSE_GHE001140,931.866,620.643,1291.136
22208,USA,AMR,2010,GHECAUSE_GHE001130,255.121,142.64,350.514
22210,TGO,AFR,2017,GHECAUSE_GHE000680,35.92,29.627,41.502
22211,VUT,WPR,2012,GHECAUSE_GHE001130,3188.836,2284.542,4012.717
22213,ISR,EUR,2010,GHECAUSE_GHE000390,29.152,16.959,41.528
22214,GAB,AFR,2019,GHECAUSE_GHE001140,387.409,164.132,707.638
22215,CHN,WPR,2012,GHECAUSE_GHE000680,337.959,235.45,433.059
22217,FSM,WPR,2013,GHECAUSE_GHE001140,1565.258,915.168,2279.892
22219,GIN,AFR,2015,GHECAUSE_GHE001140,1427.959,954.311,1964.836
22224,USA,AMR,2018,GHECAUSE_GHE000000,347.714,222.19,486.736
22238,FRA,EUR,2018,GHECAUSE_GHE000390,15.691,5.959,28.222
22239,GRC,EUR,2010,GHECAUSE_GHE001180,69.866,21.782,145.267
22243,TJK,EUR,2013,GHECAUSE_GHE001130,2721.875,1939.763,3429.268
22245,BWA,AFR,2017,GHECAUSE_GHE001140,807.699,462.671,1199.89
22248,UZB,EUR,2019,GHECAUSE_GHE001140,596.319,308.644,1002.224
22251,DOM,AMR,2013,GHECAUSE_GHE001130,564.928,268.521,813.386
22252,GTM,AMR,2018,GHECAUSE_GHE001130,700.164,515.949,865.41
22255,LTU,EUR,2018,GHECAUSE_GHE000000,750.477,511.238,976.03
22257,BRA,AMR,2017,GHECAUSE_GHE000390,168.551,90.309,263.249
22266,POL,EUR,2014,GHECAUSE_GHE001130,622.907,405.317,798.711
22272,UZB,EUR,2017,GHECAUSE_GHE001180,86.209,33.167,158.785
22277,MWI,AFR,2018,GHECAUSE_GHE001180,351.423,235.152,490.302
22279,LCA,AMR,2014,GHECAUSE_GHE000000,568.002,333.987,854.605
22281,FRA,EUR,2014,GHECAUSE_GHE000000,226.318,166.986,288.685
22282,VEN,AMR,2015,GHECAUSE_GHE000390,146.974,77.247,231.612
22284,GNQ,AFR,2013,GHECAUSE_GHE001180,428.207,266.001,631.152
22289,LTU,EUR,2019,GHECAUSE_GHE001140,117.44,45.821,210.209
22295,ECU,AMR,2017,GHECAUSE_GHE001140,112.049,53.756,179.202
22296,SLB,WPR,2013,GHECAUSE_GHE001180,713.501,423.51,1092.377
22300,ROU,EUR,2017,GHECAUSE_GHE000390,144.233,67.916,231.981
22301,GUY,AMR,2016,GHECAUSE_GHE001130,1182.847,767.349,1571.023
22313,HRV,EUR,2018,GHECAUSE_GHE000390,27.84,14.719,42.134
22314,CRI,AMR,2016,GHECAUSE_GHE000000,476.199,361.747,601.956
22317,BDI,AFR,2018,GHECAUSE_GHE000000,5698.989,4923.727,6529.229
22318,MOZ,AFR,2015,GHECAUSE_GHE000000,6825.158,5824.642,7908.002
22321,PAN,AMR,2016,GHECAUSE_GHE000680,9.755,4.489,17.396
22322,GUY,AMR,2013,GHECAUSE_GHE000390,493.064,340.13,660.443
22323,TUR,EUR,2016,GHECAUSE_GHE001140,169.153,86.989,256.812
22341,FSM,WPR,2012,GHECAUSE_GHE000390,1365.215,1076.931,1647.948
22344,SYR,EMR,2013,GHECAUSE_GHE001180,81.572,26.529,165.121
22351,BHS,AMR,2012,GHECAUSE_GHE000680,2.12,0.0,6.984
22355,NIC,AMR,2015,GHECAUSE_GHE001180,215.743,113.757,348.239
22356,MAR,EMR,2015,GHECAUSE_GHE001130,997.567,592.491,1404.651
22357,GNQ,AFR,2014,GHECAUSE_GHE001140,915.428,563.347,1345.302
22362,CAN,AMR,2013,GHECAUSE_GHE001180,23.654,3.63,63.335
22363,BDI,AFR,2012,GHECAUSE_GHE000390,3188.138,2677.098,3690.351
22366,PAN,AMR,2013,GHECAUSE_GHE000680,13.564,6.323,23.608
22368,NLD,EUR,2011,GHECAUSE_GHE001180,76.672,20.987,168.959
22370,MOZ,AFR,2019,GHECAUSE_GHE000390,2566.102,2145.712,2942.037
